"name","games","gs","mpg","fg","fga","fgp","two","twoa","twop","three","threea","threep","ft","fta","ftp","orb","drb","trb","apg","spg","bpg","tpg","pfpg","ppg","sos","allstar"
"Rob Lock",117,63,16.3,2.2,4.1,0.538,NA,NA,0.563,NA,NA,NA,1.5,2.5,0.622,NA,NA,4.1,0.4,0.4,0.7,1.4,2.5,5.9,9.67,0
"Darrell Lockhart",111,83,30.4,4.8,9.1,0.533,NA,NA,NA,NA,NA,NA,1.5,2,0.74,NA,NA,5.7,1.2,0.5,0.5,2.1,3,11.1,7.01,0
"Ian Lockhart",110,34,19.2,3.1,6,0.521,3.1,6,0.524,0,0,0,1.7,2.6,0.632,NA,NA,6,0.5,1.1,0.4,1.3,2.5,7.9,6.89,0
"Brad Lohaus",115,49,17.9,2.4,5.2,0.467,NA,NA,0.569,NA,NA,0.356,1.2,1.8,0.695,NA,NA,4.6,1,0.4,0.6,NA,1.6,6.3,8.26,0
"Art Long",65,62,26.1,4.5,9.3,0.489,4.5,9.1,0.495,0,0.1,0.111,1.4,2.6,0.556,NA,NA,8.1,0.9,0.6,1.6,1.6,3.4,10.5,8.28,0
"Grant Long",114,NA,28.6,4.8,8.7,0.549,NA,NA,0.552,NA,NA,NA,3.4,4.7,0.725,NA,NA,7.6,1.9,1.5,0.6,1.9,3,12.9,-1.01,0
"Shawn Long",135,131,29.8,6.5,12.8,0.503,5.6,10.4,0.541,0.8,2.4,0.341,3.6,5.3,0.676,3.4,7.3,10.7,1.1,0.7,2,2.4,3.1,17.3,-2.01,0
"Luc Longley",132,30,27.6,5.3,9,0.586,5.3,9,0.587,0,0,0,2.9,3.9,0.735,NA,NA,7,2.4,0.7,2.5,2.6,2.2,13.4,4.52,0
"Kevon Looney",36,36,30.9,4.2,8.9,0.47,3.6,7.4,0.481,0.6,1.5,0.415,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,8.27,0
"Brook Lopez",53,43,28,6.1,12.7,0.48,6.1,12.3,0.491,0.1,0.4,0.143,3.7,4.9,0.764,2.3,4.8,7.1,1.1,0.5,1.9,2.1,2.6,16,8.01,1
"Felipe Lopez",114,87,34.5,5.9,14.2,0.415,4.6,9.8,0.468,1.3,4.4,0.296,3.9,5.9,0.657,NA,NA,5.8,2.4,1.2,0.6,3,2.7,16.9,7.93,0
"Robin Lopez",67,61,24.3,3.5,6.9,0.511,3.5,6.9,0.511,0,0,0.5,1.9,3.1,0.612,2.6,3.1,5.6,0.8,0.3,2.3,1.6,2.5,9,8.01,0
"Ryan Lorthridge",87,36,21.3,4.3,9,0.473,3.7,7.2,0.51,0.6,1.9,0.327,2.3,3.2,0.713,NA,NA,2.7,2.6,1,0.2,1.7,1.2,11.4,-6.23,0
"Kevin Loughery",70,NA,NA,5.8,13.2,0.437,NA,NA,NA,NA,NA,NA,2.6,3.5,0.749,NA,NA,6.2,NA,NA,NA,NA,2.2,14.1,0.46,0
"Kevin Love",39,38,29.6,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7,10.6,1.9,0.7,1.4,2,1.9,17.5,7.71,1
"Sidney Lowe",120,NA,33.5,2.9,6.1,0.471,NA,NA,0.511,NA,NA,0.383,2.7,3.5,0.754,NA,NA,2.9,6.4,1.8,0.1,2.2,2.3,8.7,6.56,0
"Kyle Lowry",57,34,26.7,3.2,7.1,0.449,2.9,6.4,0.463,0.2,0.7,0.325,2.9,4,0.737,1.4,2.4,3.8,3,1.9,0.2,1.9,2.6,9.5,8.83,1
"Jerry Lucas",82,NA,NA,9.5,15.2,0.624,NA,NA,NA,NA,NA,NA,5.3,6.9,0.777,NA,NA,17.2,NA,NA,NA,NA,2.2,24.3,5.94,1
"John Lucas",110,28,NA,7.8,14.9,0.525,NA,NA,NA,NA,NA,NA,2.6,3.4,0.778,NA,NA,3.4,4.7,NA,NA,NA,2.5,18.3,5.89,0
"Kalin Lucas",141,119,30.3,4.8,11.2,0.425,3.7,8.4,0.442,1.1,2.8,0.377,3.6,4.5,0.796,0.6,1.4,1.9,4,1,0.1,2.3,1.7,14.2,9.22,0
"Maurice Lucas",60,NA,NA,6.6,13.4,0.494,NA,NA,NA,NA,NA,NA,2.4,3.2,0.759,NA,NA,10.7,2.2,NA,NA,NA,2.9,15.7,3.91,1
"Tyronn Lue",99,96,33.7,5.7,12.7,0.446,4.2,8.6,0.489,1.5,4.1,0.356,3.2,4,0.788,NA,NA,3.4,4.4,1.6,0.1,3.6,2.3,15.9,6.46,0
"Tyler Lydon",71,34,33.1,3.9,8.2,0.476,2.5,4.8,0.531,1.4,3.5,0.4,2.4,2.9,0.809,2,5.4,7.4,1.6,1.1,1.6,1.5,2.6,11.6,9.11,0
"Trey Lyles",36,21,23,3.3,6.7,0.488,3.1,5.9,0.536,0.1,0.8,0.138,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,8.67,0
"George Lynch",140,102,26.5,5.1,9.8,0.519,5,9.6,0.524,0.1,0.2,0.344,2.2,3.4,0.651,NA,NA,7.8,1.7,1.7,0.4,2.3,2.8,12.5,10.82,0
"Kevin Lynch",119,92,26.8,4.4,9.3,0.469,3.4,6.8,0.498,1,2.5,0.393,1.7,2.1,0.784,NA,NA,3.1,2.5,1.1,0.2,1.8,2.4,11.4,8.86,0
"Ed Macauley",104,NA,NA,4.9,5.8,0.853,NA,NA,NA,NA,NA,NA,3.8,3,1.266,NA,NA,NA,NA,NA,NA,NA,1.5,13.6,NA,1
"Todd MacCulloch",115,83,24.2,6.1,9.2,0.664,6.1,9.2,0.664,0,0,NA,2.9,4.5,0.66,NA,NA,8.5,0.4,0.6,1.2,1,2.7,15.2,7.97,0
"Scott Machado",132,125,31.4,4,9.3,0.429,3.1,6.6,0.466,0.9,2.7,0.342,3.3,4.4,0.74,0.8,3.1,3.9,6.7,1.4,0.1,3.3,2.4,12.2,-2.07,0
"Ollie Mack",52,52,37.9,9.8,18.9,0.515,NA,NA,NA,NA,NA,NA,3.5,4.8,0.737,NA,NA,4.3,NA,NA,NA,NA,NA,23,0.6,0
"Sam Mack",60,39,26.4,5.1,10.7,0.474,4.2,8.4,0.501,0.9,2.4,0.376,3.7,5,0.751,NA,NA,6,1.6,1,0.4,2.1,2.8,14.7,6.62,0
"Shelvin Mack",108,107,31.2,4.8,11.4,0.419,2.8,5.8,0.48,2,5.6,0.357,2.6,3.4,0.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1,4.05,0
"Malcolm Mackey",130,127,31.9,5.4,10,0.545,5.4,10,0.546,0,0,0,2.4,3.9,0.621,NA,NA,9.3,1.1,0.5,1.5,2,3,13.3,10.55,0
"Rudy Macklin",123,62,32.2,6.9,11.6,0.595,NA,NA,NA,NA,NA,NA,3,4.5,0.674,NA,NA,10.4,NA,NA,NA,NA,3.2,16.9,5.82,0
"Vernon Macklin",136,69,18.4,3.2,5.3,0.61,3.2,5.3,0.611,0,0,0,0.8,1.9,0.455,1.6,2.1,3.7,0.7,0.3,0.6,1.1,1.9,7.3,7.86,0
"Don MacLean",127,127,32.7,7.4,14,0.531,7.3,13.7,0.535,0.1,0.3,0.314,5.6,6.5,0.86,NA,NA,7.8,1.6,0.5,0.3,2.3,2.5,20.5,9.3,0
"Mark Macon",126,126,37.5,7.8,18.4,0.423,5.8,13.2,0.442,2,5.2,0.374,3.2,4.1,0.779,NA,NA,5.6,2.8,2.2,0.1,1.8,2.3,20.7,3.84,0
"Kyle Macy",124,66,34.1,5.5,10.7,0.514,NA,NA,NA,NA,NA,NA,3.4,3.8,0.883,NA,NA,2.6,4.5,NA,NA,NA,2,14.4,7.53,0
"Tito Maddox",25,24,32.3,4.4,11.2,0.391,3.6,8.4,0.427,0.8,2.8,0.286,3.9,5.5,0.703,1.2,4.5,5.8,8,1.6,0.2,5.2,2.7,13.5,5.13,0
"Gerald Madkins",123,91,25.9,2.6,5,0.52,1.6,2.6,0.633,1,2.4,0.399,1.5,2,0.725,NA,NA,2.2,3.3,1.2,0.1,1.6,2.4,7.6,8.69,0
"Mark Madsen",108,77,25.1,4,6.8,0.587,4,6.7,0.589,0,0,0,3,5,0.596,NA,NA,7.9,0.6,0.4,0.6,1.3,2.5,10.9,8.7,0
"Corey Maggette",39,3,17.7,3.5,6.7,0.525,2.8,4.5,0.61,0.7,2.2,0.345,2.8,4,0.716,NA,NA,3.9,1.5,0.7,0.4,2.1,2.5,10.6,10.12,0
"Jamaal Magloire",145,72,19.6,2.7,5.4,0.503,2.7,5.4,0.503,0,0,NA,1.9,3,0.636,NA,NA,5.4,0.4,0.5,1.8,1.7,2.7,7.3,10.46,1
"Dan Majerle",94,49,36,8.4,15.7,0.536,NA,NA,0.549,NA,NA,0.431,4.4,7,0.631,NA,NA,8.9,2.2,1.7,1,NA,2.4,21.8,-0.5,1
"Renaldo Major",41,13,24,3.5,7.3,0.477,2.8,5.7,0.491,0.7,1.6,0.424,2.6,3.2,0.795,1.5,2.7,4.1,1.1,0.5,0.4,1.4,2.3,10.2,2.77,0
"Jeff Malone",110,NA,35,8.2,16.1,0.512,NA,NA,NA,NA,NA,NA,3,3.7,0.809,NA,NA,3.8,1.5,0.8,0,1.7,2.8,19.5,8.82,1
"Karl Malone",92,91,30.8,7.1,12.5,0.566,NA,NA,NA,NA,NA,NA,4.5,7.1,0.631,NA,NA,9.3,1.4,1.6,0.6,2.9,3.6,18.7,-1.13,1
"Matt Maloney",113,83,29.3,4.1,9.8,0.419,1.7,3.9,0.442,2.4,6,0.405,1.5,1.8,0.793,NA,NA,2.5,3.3,1.6,0,2.1,1.7,12.1,-0.98,0
"Steve Malovic",106,27,35.5,4.8,8.8,0.546,NA,NA,NA,NA,NA,NA,2.4,3,0.797,NA,NA,7.8,1.7,1.2,1.3,2.4,NA,11.9,4.62,0
"Danny Manning",147,146,33.7,8.3,13.9,0.593,NA,NA,0.605,NA,NA,0.345,3.5,4.7,0.74,NA,NA,8.1,2.3,1.7,1.4,2.7,3.2,20.1,8.79,1
"Rich Manning",121,60,20.1,4,7.3,0.55,4,7.2,0.551,0,0,0.25,1.5,2.1,0.738,NA,NA,4.3,0.5,0.4,0.6,1.4,2,9.5,8.31,0
"Pace Mannion",116,88,31.2,3.3,7.3,0.451,NA,NA,NA,NA,NA,NA,2.1,3,0.724,NA,NA,3.6,4.6,1.4,0.3,2.3,2.6,8.8,4.02,0
"Pete Maravich",83,NA,NA,16.7,38.1,0.438,NA,NA,NA,NA,NA,NA,10.8,13.9,0.775,NA,NA,6.4,5.1,NA,NA,NA,3,44.2,2.71,1
"Roy Marble",134,131,29.6,5.9,10.9,0.539,NA,NA,0.558,NA,NA,0.342,3.9,5.3,0.73,NA,NA,5,2.1,1.4,0.1,2.3,2.3,15.8,9.18,0
"Stephon Marbury",36,35,37.4,6.5,14.3,0.457,4.1,7.7,0.533,2.4,6.6,0.37,3.4,4.6,0.738,NA,NA,3.1,4.5,1.8,0.1,3.2,2.3,18.9,12.7,1
"Shawn Marion",29,28,32.9,7.6,14.4,0.529,6.9,12.1,0.573,0.7,2.3,0.299,2.8,3.8,0.73,NA,NA,9.3,1.2,2.5,1.9,1.4,2.1,18.7,4.53,1
"Lauri Markkanen",37,37,30.8,5,10.2,0.492,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2,15.6,7.63,1
"Sean Marks",86,33,17,2.5,5.1,0.487,2.4,4.8,0.493,0.1,0.3,0.4,1.4,2.1,0.669,NA,NA,4.4,0.5,0.6,0.8,1.5,2,6.5,8.35,0
"Donny Marshall",121,67,23.9,3.5,7.4,0.474,3.1,6.1,0.511,0.4,1.3,0.302,2.5,3.2,0.791,NA,NA,4.4,1.1,1,0.1,1.8,2.3,9.9,7.26,0
"Donyell Marshall",91,62,31,6.6,13.5,0.487,5.7,10.8,0.533,0.8,2.7,0.306,4.1,5.4,0.77,NA,NA,7.6,1.4,1.2,2.7,2.6,2.5,18.1,7.14,0
"Kendall Marshall",73,55,28.8,2.5,5.6,0.446,1.8,3.8,0.484,0.7,1.8,0.366,1.5,2.2,0.693,0.2,2.2,2.3,8,1.1,0.1,2.6,1.5,7.2,8.61,0
"Rawle Marshall",103,88,31.7,5.6,12.7,0.445,4.6,9.3,0.493,1,3.4,0.311,4.2,5.8,0.727,1.9,3.8,5.7,2,2,1,2.7,2.3,16.5,-1.05,0
"Bill Martin",142,76,23.5,3.6,6.9,0.519,NA,NA,NA,NA,NA,NA,2.1,3,0.689,NA,NA,5.2,0.7,0.7,0.3,1.5,2,9.2,5.83,0
"Bob Martin",119,44,14.1,1.8,3,0.612,1.8,3,0.612,0,0,NA,0.9,1.6,0.577,NA,NA,3.3,0.5,0.3,1.2,NA,2.3,4.6,9.48,0
"Brian Martin",84,17,16.5,1.7,3.3,0.507,NA,NA,NA,NA,NA,NA,0.8,1.4,0.585,NA,NA,4.2,0.6,0.3,1,NA,2.6,4.2,6.17,0
"Cartier Martin",112,77,27.6,4.6,10.1,0.458,3,6.1,0.497,1.6,4,0.399,2.9,3.8,0.78,1.7,3.1,4.8,1.5,0.7,0.2,1.7,2.4,13.8,6.11,0
"Cuonzo Martin",127,102,28.9,4.6,9.7,0.472,3.2,6.5,0.483,1.4,3.1,0.451,2.6,3.3,0.777,NA,NA,3.8,2,0.6,0.1,1.7,1.4,13.1,9,0
"Darrick Martin",129,96,28.4,3.1,6.9,0.458,2.6,5.2,0.501,0.5,1.7,0.322,2.4,3.2,0.754,NA,NA,1.9,4.9,1.4,0.1,2.1,2.6,9.3,9.3,0
"Jarell Martin",65,57,30.7,5,10.1,0.494,4.3,8,0.541,0.6,2,0.308,3.1,4.5,0.689,2.4,4.6,6.9,1.4,1,0.7,2.2,2.6,13.7,6.12,0
"Jeff Martin",117,115,35.7,7.9,15.2,0.522,NA,NA,0.545,NA,NA,0.449,4.6,6,0.766,NA,NA,5.7,1.8,1.1,1.1,2.4,2.3,21.2,-1.49,0
"Kenyon Martin",116,97,25,4.4,7.5,0.586,4.4,7.5,0.59,0,0.1,0.222,2.2,3.7,0.581,NA,NA,7.5,1.2,1.1,2.5,1.6,2.9,11,6.71,1
"Kevin Martin",79,77,31.8,7.2,15.5,0.462,4.9,9.1,0.542,2.2,6.4,0.346,6.8,8,0.841,0.9,3.5,4.5,1.7,1.7,0.4,2.9,2.1,23.3,-3.74,0
"Maurice Martin",114,109,33.1,5.8,11.3,0.516,NA,NA,0.507,NA,NA,0.404,3.3,4.4,0.737,NA,NA,5.5,3.6,2.2,0.7,NA,3.4,15.1,0.95,0
"Slater Martin",90,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.8,1.152,NA,NA,NA,NA,NA,NA,NA,1.4,12.7,NA,1
"Jamal Mashburn",98,98,30.2,6.9,13.3,0.516,5.4,9.3,0.577,1.5,4,0.376,3.5,5.1,0.697,NA,NA,7.8,2.2,1.6,0.5,2.5,3.1,18.8,9.62,1
"Anthony Mason",111,NA,33.6,7.1,15.3,0.461,NA,NA,0.453,NA,NA,0.438,4.1,5.7,0.713,NA,NA,8.1,2.4,1.3,0.4,3,2.5,18.7,-5.22,1
"Desmond Mason",129,109,30,4.8,9.8,0.486,3.8,7.1,0.529,1,2.7,0.372,2.6,3.6,0.731,NA,NA,6.2,1.1,1.2,0.7,1.7,2.1,13.2,6.04,0
"Frank Mason",145,113,30,4.2,9.2,0.454,2.9,6.2,0.471,1.3,3,0.42,3.3,4.4,0.761,0.5,2.9,3.4,4,1.1,0.1,1.9,2,13,11.74,0
"Roger Mason",89,68,29.6,4.4,10,0.436,2.8,5.9,0.479,1.5,4.1,0.375,3.6,4.1,0.869,0.7,2.3,3,2.6,1,0.4,2.2,2.3,13.8,7.63,0
"Tony Massenburg",112,83,26.2,4.7,8.9,0.523,NA,NA,0.527,NA,NA,0,2.7,4.3,0.643,NA,NA,6.4,0.5,0.5,0.9,1.7,2.7,12.1,8.82,0
"Mangok Mathiang",114,44,18,1.8,3.6,0.506,1.8,3.6,0.506,0,0,NA,1.2,1.9,0.599,2.3,2.5,4.8,0.5,0.5,1.3,0.9,2.2,4.8,8.17,0
"Wes Matthews",69,64,34,7.1,14.9,0.477,NA,NA,NA,NA,NA,NA,4,4.8,0.817,NA,NA,2.7,3.7,1.6,0.3,NA,3.1,18.1,8.55,0
"Wesley Matthews",127,118,30.2,4,9.1,0.444,3.2,6.8,0.48,0.8,2.3,0.341,4.3,5.4,0.799,1.6,3.4,4.9,2.1,1.2,0.3,2.2,2.3,13.2,7.77,0
"Marlon Maxey",85,58,24.3,4.3,8.3,0.518,4.3,8.3,0.518,0,0,NA,3.5,4.9,0.708,NA,NA,6.8,0.5,0.6,0.9,1.4,2.5,12.1,5.51,0
"Jason Maxiell",129,95,27.6,4.4,8.6,0.507,4.3,8.5,0.509,0,0.1,0.286,3.4,5.2,0.653,2.8,4.3,7,0.7,0.7,1.9,1.5,2.6,12.1,6.81,0
"Cedric Maxwell",112,NA,NA,6,10.2,0.586,NA,NA,NA,NA,NA,NA,4.3,5.7,0.753,NA,NA,10,2,NA,0.8,NA,2.9,16.3,-4.08,0
"Vernon Maxwell",130,47,32.3,7.1,15.3,0.462,NA,NA,0.499,NA,NA,0.375,3.9,5.4,0.715,NA,NA,3.7,3,1.6,0.2,2.4,2.3,18.8,8.11,0
"Scott May",90,NA,28.1,7.4,14.4,0.513,NA,NA,NA,NA,NA,NA,2.9,3.7,0.774,NA,NA,6.6,1.8,NA,NA,2.5,2.9,17.7,7.25,0
"Sean May",77,75,27.8,5.7,11.2,0.513,5.7,11.1,0.519,0,0.1,0,4.3,6,0.717,3.5,6.5,10,1.5,1.3,1.2,2.4,2.4,15.8,11,0
"Lee Mayberry",139,138,32.5,5.2,10.5,0.495,3.6,6.8,0.534,1.6,3.7,0.424,2,2.7,0.724,NA,NA,2.9,5.2,2.1,0.2,1.7,1.7,14,5.91,0
"Tharon Mayes",77,68,29.9,6.1,12.2,0.495,4.4,7.9,0.559,1.7,4.4,0.38,2.6,3.3,0.784,NA,NA,2.8,2.8,1.7,0.1,2.6,2.9,16.4,4.08,0
"Bill Mayfield",78,NA,NA,3.1,6.6,0.471,NA,NA,NA,NA,NA,NA,1.6,2.5,0.642,NA,NA,6,1,NA,NA,NA,2.2,7.8,6.47,0
"Eric Maynor",130,104,30.7,5,11.2,0.449,3.9,8.3,0.477,1.1,3,0.37,3.9,4.9,0.791,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2,15,-0.76,0
"Travis Mays",124,26,35,6.1,13.8,0.442,4.1,8.5,0.488,2,5.4,0.37,4.2,5.6,0.746,NA,NA,4.8,2.3,1.3,0.2,3,2.9,18.4,3.63,0
"Bob McAdoo",31,NA,NA,7.8,15.2,0.516,NA,NA,NA,NA,NA,NA,3.8,5.4,0.707,NA,NA,10.1,2.3,NA,NA,NA,2.7,19.5,5.78,1
"Ray McCallum",115,NA,36.3,7.4,14.5,0.507,NA,NA,NA,NA,NA,NA,3.6,4.5,0.804,NA,NA,2.1,2.4,1.5,0.1,1.7,1.6,18.3,-1.55,0
"Rashad McCants",98,90,29.2,6.3,12.9,0.486,4,7.4,0.538,2.3,5.4,0.415,2.8,3.8,0.721,1.5,2.6,4.1,2.1,1.5,0.6,2.2,2.4,17.6,11,0
"Andre McCarter",86,NA,NA,2.8,6.7,0.416,NA,NA,NA,NA,NA,NA,1.3,1.9,0.714,NA,NA,1.9,4.4,NA,NA,NA,1.5,6.9,8.12,0
"Kelly McCarty",117,23,31.4,4.5,10.6,0.421,3.6,7.6,0.47,0.9,3,0.297,2,2.9,0.691,NA,NA,7.3,1.3,1.2,1.1,NA,NA,11.9,3.72,0
"Walter McCarty",103,69,20.5,3.4,6.6,0.515,2.7,4.8,0.557,0.7,1.8,0.401,1.6,2.4,0.684,NA,NA,5.1,1.8,0.9,1,1.8,2.7,9.2,9.74,0
"Amal McCaskill",111,30,19.8,3,5.4,0.545,2.9,5.4,0.546,0,0,0.4,1.8,2.8,0.644,NA,NA,6.3,0.8,0.4,1.6,1.7,2.6,7.8,5.12,0
"Patrick McCaw",65,48,31.7,4.2,9.6,0.439,2.3,4.3,0.527,1.9,5.2,0.367,1.9,2.5,0.753,0.9,3.3,4.2,3.3,2,0.4,1.9,1.9,12.2,3.28,0
"Dwayne McClain",125,32,29.3,5.1,9,0.575,NA,NA,NA,NA,NA,NA,2.1,2.8,0.739,NA,NA,3.5,2.3,1.1,0.4,2,2.7,12.4,6.44,0
"Dan McClintock",115,32,19,4.7,7.5,0.632,4.7,7.5,0.632,0,0,0,2.4,3.7,0.652,NA,NA,4.2,0.7,0.3,1.7,1.8,NA,11.9,-2.98,0
"George McCloud",117,63,24.3,4.5,9.8,0.46,NA,NA,0.476,NA,NA,0.436,2.7,3.5,0.778,NA,NA,3.4,2.6,0.9,0.1,2.4,2,13.5,5.19,0
"Keith McCord",105,35,19.8,3.5,7.6,0.462,NA,NA,NA,NA,NA,NA,1.8,2.3,0.771,NA,NA,3.5,0.5,NA,NA,1.3,2,8.7,4.81,0
"Tim McCormick",90,55,25.2,3.4,6.1,0.556,NA,NA,NA,NA,NA,NA,3.1,4.2,0.737,NA,NA,5.3,0.8,0.3,0.6,1.6,2.9,9.8,6.76,0
"Jelani McCoy",78,59,26.7,4.4,6.4,0.694,4.4,6.4,0.694,0,0,NA,1.5,3.3,0.462,NA,NA,7.1,1.1,0.6,2.4,2.3,2.4,10.4,9.59,0
"Chris McCray",103,75,25.5,3.5,7.7,0.463,2.5,4.6,0.55,1,3,0.33,2.7,3.1,0.854,1.1,2.3,3.4,2.6,1.6,0.5,1.8,2.2,10.8,8.46,0
"Rodney McCray",135,69,31.5,3.6,6.3,0.573,NA,NA,0.587,NA,NA,NA,2.1,3,0.693,NA,NA,7.6,2.6,1.1,1.3,2.1,2.4,9.2,6.21,0
"Scooter McCray",131,47,25.4,3,6.6,0.448,NA,NA,0.46,NA,NA,NA,1.6,2.5,0.649,NA,NA,5.5,2.7,1,1.3,2.4,2.4,7.6,5.67,0
"Erik McCree",123,98,25.1,4.3,9.4,0.459,3.2,6.1,0.523,1.1,3.3,0.342,2.6,3.5,0.738,1.3,4.9,6.2,0.9,0.5,0.4,1.9,1.8,12.3,-3.24,0
"Chris McCullough",16,16,28.1,3.4,7.1,0.478,3.3,7,0.473,0.1,0.1,1,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,7.68,0
"John McCullough",110,50,38.2,5.5,11.8,0.467,NA,NA,NA,NA,NA,NA,2.5,3.1,0.79,NA,NA,5.5,3.6,1.7,0.2,2.3,3,13.7,4.15,0
"Clint McDaniel",125,59,20.2,2.6,6.2,0.425,1.6,3.4,0.486,1,2.8,0.352,1.8,2.4,0.737,NA,NA,2.3,1.8,1.8,0.1,1.3,2.2,8.1,8.66,0
"Xavier McDaniel",117,91,31.1,7.6,13.5,0.564,NA,NA,NA,NA,NA,NA,3.1,5,0.624,NA,NA,11.6,1.7,1,0.9,2.6,3,18.4,2.9,1
"Doug McDermott",145,145,31.5,7.9,14.3,0.55,6,10.2,0.587,1.9,4.1,0.458,4.1,4.9,0.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7,4.29,0
"Ben McDonald",114,57,33.9,5.6,10.7,0.523,NA,NA,NA,NA,NA,NA,2.1,3,0.686,NA,NA,5.9,3.7,1.1,0.1,2.7,3,13.3,1.61,0
"Michael McDonald",88,49,21.3,2.8,4.7,0.593,2.8,4.7,0.595,0,0,0,1.4,2.4,0.581,NA,NA,6.3,0.5,0.5,2.5,1.7,2.9,7,-0.7,0
"Hank McDowell",96,NA,26.7,3.2,6.8,0.475,NA,NA,NA,NA,NA,NA,2.2,3.4,0.668,NA,NA,5.9,NA,NA,NA,NA,2.6,8.7,3.29,0
"Antonio McDyess",59,48,25.1,5.4,10.1,0.533,5.4,10.1,0.534,0,0,0,2,3.3,0.625,NA,NA,9.3,0.5,1,1.8,2.2,3.1,12.8,6.39,1
"Jim McElroy",54,NA,NA,7.4,15.3,0.483,NA,NA,NA,NA,NA,NA,2.5,3.5,0.729,NA,NA,3.8,3,1.3,NA,NA,2.6,17.3,1.02,0
"Ivan McFarlin",132,131,29.4,4.6,7.9,0.584,4.6,7.8,0.585,0,0,0.4,2.3,3.5,0.668,3.1,4.3,7.4,1.2,1.3,1.2,1.8,3.1,11.6,8.04,0
"Mitch McGary",47,12,20.6,3.5,5.9,0.588,3.5,5.9,0.592,0,0,0,0.8,1.6,0.513,2.6,4,6.6,0.8,1.2,0.7,1.3,2.5,7.8,9.85,0
"JaVale McGee",66,31,18.7,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.356,1.4,2.7,0.514,1.7,3,4.8,0.3,0.5,1.8,1.6,2,8.7,0.49,0
"Mike McGee",114,112,34.5,8.9,18.2,0.486,NA,NA,NA,NA,NA,NA,3.7,5.2,0.703,NA,NA,4.6,1.3,1,0.1,NA,2.8,21.4,8.36,0
"George McGinnis",24,NA,34.6,11.8,25.6,0.46,NA,NA,NA,NA,NA,NA,6.4,10.4,0.614,NA,NA,14.7,2.8,NA,NA,NA,4,30,3.79,1
"Rodney McGruder",135,100,27.4,4.2,9.3,0.452,2.8,5.7,0.498,1.4,3.7,0.381,1.9,2.5,0.759,1.9,3,4.8,1.4,0.9,0.3,1.3,1.5,11.7,8.19,0
"Dick McGuire",88,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.8,0.852,NA,NA,10.9,NA,NA,NA,NA,1.2,9.5,NA,1
"Dominic McGuire",86,59,25,3.3,7.2,0.462,3,6,0.5,0.3,1.1,0.253,1.8,3.2,0.556,1.7,4.6,6.3,2,0.6,1.9,2.4,2.3,8.7,4.16,0
"Kevin McHale",112,NA,36,6.4,11.5,0.553,NA,NA,NA,NA,NA,NA,2.5,3.2,0.773,NA,NA,8.5,1.5,0.4,2.1,NA,NA,15.2,8.21,1
"Jim McIlvaine",118,60,23,4,7.2,0.552,4,7.2,0.552,0,0,NA,2.9,4.2,0.687,NA,NA,5.7,0.8,0.2,3.4,1.6,2.5,10.8,3.78,0
"Jeff McInnis",100,62,27.4,4,8.8,0.459,2.7,5.3,0.5,1.4,3.5,0.397,1.8,2.6,0.719,NA,NA,2.8,4.4,1.1,0,2,1.8,11.3,11.32,0
"Kevin McKenna",113,58,28.7,5.3,11.1,0.476,NA,NA,NA,NA,NA,NA,2.7,3.5,0.781,NA,NA,3.8,2.9,NA,NA,2.6,3.6,13.3,3.23,0
"Forrest McKenzie",110,28,34.1,8.1,16.5,0.491,NA,NA,NA,NA,NA,NA,2.5,3,0.833,NA,NA,6.6,1.5,NA,NA,1.7,2.8,18.7,0.3,0
"Derrick McKey",99,77,30.7,5,8.7,0.58,NA,NA,0.603,NA,NA,0.42,2.1,2.7,0.797,NA,NA,6.5,1.3,0.7,1.9,1.8,2.7,12.4,8.41,0
"Aaron McKie",92,92,38,6.1,14.5,0.421,4.2,9.2,0.453,1.9,5.3,0.366,3.8,4.8,0.79,NA,NA,6.4,3.3,2.1,0.3,1.9,2.1,17.9,8.96,0
"Billy McKinney",102,NA,34.9,7.5,16.1,0.467,NA,NA,NA,NA,NA,NA,3.6,4.5,0.79,NA,NA,3,2.3,NA,NA,NA,2.4,18.6,7.85,0
"Carlton McKinney",116,39,25.8,4.8,10.1,0.477,NA,NA,0.503,NA,NA,0.4,1,1.3,0.712,NA,NA,3.8,2.4,1.4,0.1,1.8,2,11.2,2.18,0
